frame,timestamp
0,1685590249.9497862
1,1685590249.98239
2,1685590250.030521
3,1685590250.0616398
4,1685590250.094697
5,1685590250.1258276
6,1685590250.1583838
7,1685590250.189765
8,1685590250.2227478
9,1685590250.2548091
10,1685590250.2858493
11,1685590250.3183386
12,1685590250.3504686
13,1685590250.3817372
14,1685590250.414355
15,1685590250.4625132
16,1685590250.4947066
17,1685590250.52577
18,1685590250.55831
19,1685590250.590635
20,1685590250.6227062
21,1685590250.6542788
22,1685590250.6865044
23,1685590250.7186651
24,1685590250.749852
25,1685590250.7825003
26,1685590250.8137517
27,1685590250.8463414
28,1685590250.8946164
29,1685590250.9257972
30,1685590250.9585652
31,1685590250.99056
32,1685590251.0226848
33,1685590251.0547485
34,1685590251.0858388
35,1685590251.1183743
36,1685590251.1504989
37,1685590251.1824408
38,1685590251.2150075
39,1685590251.2465723
40,1685590251.2945201
41,1685590251.326638
42,1685590251.3576908
43,1685590251.3904245
44,1685590251.4226687
45,1685590251.453885
46,1685590251.4861007
47,1685590251.518262
48,1685590251.5504494
49,1685590251.5823274
50,1685590251.6146312
51,1685590251.645756
52,1685590251.67838
53,1685590251.7265737
54,1685590251.75866
55,1685590251.7902236
56,1685590251.822284
57,1685590251.8539252
58,1685590251.8863258
59,1685590251.9184608
60,1685590251.95072
61,1685590251.9823034
62,1685590252.0143657
63,1685590252.0464191
64,1685590252.0782316
65,1685590252.11049
66,1685590252.1585896
67,1685590252.1897485
68,1685590252.222638
69,1685590252.2542667
70,1685590252.2862697
71,1685590252.3183365
72,1685590252.3507702
73,1685590252.3823438
74,1685590252.4144466
75,1685590252.446557
76,1685590252.4786234
77,1685590252.5102308
78,1685590252.5424132
79,1685590252.590257
80,1685590252.6224124
81,1685590252.6545339
82,1685590252.6861959
83,1685590252.7182827
84,1685590252.750512
85,1685590252.7827113
86,1685590252.8143435
87,1685590252.8466704
88,1685590252.878247
89,1685590252.910347
90,1685590252.94241
91,1685590252.9744656
92,1685590253.02168
93,1685590253.0542264
94,1685590253.0862226
95,1685590253.118648
96,1685590253.1504498
97,1685590253.182365
98,1685590253.214522
99,1685590253.2465854
100,1685590253.2785158
101,1685590253.3104503
102,1685590253.3416445
103,1685590253.3744304
104,1685590253.40597
105,1685590253.4546373
106,1685590253.4862661
107,1685590253.5184054
108,1685590253.5502
109,1685590253.5823715
110,1685590253.6147397
111,1685590253.646274
112,1685590253.6784186
113,1685590253.7101374
114,1685590253.7422395
115,1685590253.7742813
116,1685590253.8062954
117,1685590253.8385303
118,1685590253.8862371
119,1685590253.918228
120,1685590253.9503312
121,1685590253.982393
122,1685590254.0141473
123,1685590254.0463243
124,1685590254.078405
125,1685590254.1097288
126,1685590254.1421897
127,1685590254.1744418
128,1685590254.2063134
129,1685590254.2383652
130,1685590254.270513
131,1685590254.3184447
132,1685590254.3501096
133,1685590254.3825057
134,1685590254.4140592
135,1685590254.4455986
136,1685590254.4783957
137,1685590254.510566
138,1685590254.542417
139,1685590254.5743923
140,1685590254.6061556
141,1685590254.6382005
142,1685590254.6704466
143,1685590254.702533
144,1685590254.7501814
145,1685590254.7822783
146,1685590254.8144
147,1685590254.8461964
148,1685590254.878537
149,1685590254.9096358
150,1685590254.9421394
151,1685590254.9744034
152,1685590255.00646
153,1685590255.0380044
154,1685590255.0702238
155,1685590255.102266
156,1685590255.1343977
157,1685590255.1823483
158,1685590255.2140703
159,1685590255.2462063
160,1685590255.278343
161,1685590255.3100016
162,1685590255.3420565
163,1685590255.3743324
164,1685590255.4059992
165,1685590255.4380531
166,1685590255.4704812
167,1685590255.5020273
168,1685590255.5345988
169,1685590255.5823083
170,1685590255.6144223
171,1685590255.6464863
172,1685590255.6781394
173,1685590255.7105505
174,1685590255.7421014
175,1685590255.774243
176,1685590255.8063111
177,1685590255.8383892
178,1685590255.8702574
179,1685590255.9023948
180,1685590255.9342933
181,1685590255.965474
182,1685590256.0141978
183,1685590256.0462272
184,1685590256.078403
185,1685590256.1099966
186,1685590256.1417754
187,1685590256.1745093
188,1685590256.2062922
189,1685590256.238074
190,1685590256.2701585
191,1685590256.3027077
192,1685590256.33426
193,1685590256.365973
194,1685590256.3981123
195,1685590256.446527
196,1685590256.4781866
197,1685590256.5100853
198,1685590256.5421557
199,1685590256.5742846
200,1685590256.6064365
201,1685590256.63808
202,1685590256.670462
203,1685590256.702004
204,1685590256.7333887
205,1685590256.7662518
206,1685590256.7979088
207,1685590256.8299806
208,1685590256.8782766
209,1685590256.9102094
210,1685590256.941966
211,1685590256.974119
212,1685590257.006181
213,1685590257.0378647
214,1685590257.069924
215,1685590257.102039
216,1685590257.134431
217,1685590257.165877
218,1685590257.1980069
219,1685590257.2299879
220,1685590257.2621548
221,1685590257.3102262
222,1685590257.3423023
223,1685590257.3739345
224,1685590257.4059885
225,1685590257.4381373
226,1685590257.469876
227,1685590257.5019298
228,1685590257.5339448
229,1685590257.5660095
230,1685590257.5982037
231,1685590257.6300876
232,1685590257.6621847
233,1685590257.694325
234,1685590257.7419462
235,1685590257.7740362
236,1685590257.8061469
237,1685590257.8381839
238,1685590257.8701572
239,1685590257.9020472
240,1685590257.934309
241,1685590257.9661264
242,1685590257.998199
243,1685590258.029919
244,1685590258.062094
245,1685590258.094208
246,1685590258.1262734
247,1685590258.1740725
248,1685590258.206176
249,1685590258.2377934
250,1685590258.2699952
251,1685590258.3018796
252,1685590258.3339424
253,1685590258.36616
254,1685590258.3978062
255,1685590258.4304063
256,1685590258.4620628
257,1685590258.494119
258,1685590258.527232
259,1685590258.5581214
260,1685590258.605907
261,1685590258.638078
262,1685590258.6700754
263,1685590258.701153
264,1685590258.734219
265,1685590258.7659929
266,1685590258.7981946
267,1685590258.8299043
268,1685590258.8616047
269,1685590258.894151
270,1685590258.9258423
271,1685590258.9580832
272,1685590258.9902072
273,1685590259.037856
274,1685590259.0700185
275,1685590259.1025774
276,1685590259.1341178
277,1685590259.1661677
278,1685590259.197937
279,1685590259.230145
280,1685590259.2618573
281,1685590259.2939713
282,1685590259.3260589
283,1685590259.3577583
284,1685590259.3897545
285,1685590259.4380214
286,1685590259.4697104
287,1685590259.501811
288,1685590259.5338998
289,1685590259.5660262
290,1685590259.5980165
291,1685590259.6302938
292,1685590259.661896
293,1685590259.69395
294,1685590259.7259963
295,1685590259.758254
296,1685590259.7898145
297,1685590259.821873
298,1685590259.870147
299,1685590259.9023602
300,1685590259.9343157
301,1685590259.9659066
302,1685590259.997997
303,1685590260.0300283
304,1685590260.062103
305,1685590260.093638
306,1685590260.125684
307,1685590260.158252
308,1685590260.1897943
309,1685590260.2218668
310,1685590260.254072
311,1685590260.301776
312,1685590260.3339555
313,1685590260.36605
314,1685590260.397699
315,1685590260.4298189
316,1685590260.4619067
317,1685590260.493879
318,1685590260.5258777
319,1685590260.557934
320,1685590260.5900626
321,1685590260.6222296
322,1685590260.6537683
323,1685590260.685916
324,1685590260.7337058
325,1685590260.765721
326,1685590260.797783
327,1685590260.8299754
328,1685590260.861996
329,1685590260.8937156
330,1685590260.925819
331,1685590260.957988
332,1685590260.989633
333,1685590261.0216773
334,1685590261.053874
335,1685590261.0876348
336,1685590261.1178527
337,1685590261.16576
338,1685590261.1978724
339,1685590261.2300022
340,1685590261.2616222
341,1685590261.2936928
342,1685590261.3263185
343,1685590261.3578675
344,1685590261.3900063
345,1685590261.4221659
346,1685590261.4538288
347,1685590261.485871
348,1685590261.5179267
349,1685590261.5499961
350,1685590261.5979047
351,1685590261.630056
352,1685590261.6617017
353,1685590261.6938443
354,1685590261.726394
355,1685590261.757768
356,1685590261.7898405
357,1685590261.8219118
358,1685590261.854077
359,1685590261.885919
360,1685590261.9179394
361,1685590261.949852
362,1685590261.981965
363,1685590262.0297723
364,1685590262.0619113
365,1685590262.0943894
366,1685590262.1261904
367,1685590262.157784
368,1685590262.1899283
369,1685590262.2215757
370,1685590262.2537122
371,1685590262.2857797
372,1685590262.3178918
373,1685590262.349947
374,1685590262.3815594
375,1685590262.4136453
376,1685590262.4618142
377,1685590262.4939275
378,1685590262.5258944
379,1685590262.5579438
380,1685590262.5895925
381,1685590262.6227074
382,1685590262.6537619
383,1685590262.6859694
384,1685590262.7176552
385,1685590262.7499206
386,1685590262.7816844
387,1685590262.8137448
388,1685590262.8458273
389,1685590262.894029
390,1685590262.9255795
391,1685590262.9577582
392,1685590262.9899542
393,1685590263.0220687
394,1685590263.053616
395,1685590263.0862014
396,1685590263.1178424
397,1685590263.1499326
398,1685590263.181706
399,1685590263.213763
400,1685590263.2458506
401,1685590263.2775228
402,1685590263.325738
403,1685590263.357924
404,1685590263.3902302
405,1685590263.4220216
406,1685590263.4535782
407,1685590263.4857147
408,1685590263.5178945
409,1685590263.5502307
410,1685590263.5817897
411,1685590263.614046
412,1685590263.6456082
413,1685590263.677816
414,1685590263.725827
415,1685590263.7579455
416,1685590263.7896059
417,1685590263.821731
418,1685590263.8544714
419,1685590263.885529
420,1685590263.9176543
421,1685590263.9496748
422,1685590263.9817917
423,1685590264.0138772
424,1685590264.04595
425,1685590264.0775616
426,1685590264.1098347
427,1685590264.157635
428,1685590264.1897228
429,1685590264.2217884
430,1685590264.2540405
431,1685590264.2855937
432,1685590264.3174121
433,1685590264.3499503
434,1685590264.3814888
435,1685590264.413613
436,1685590264.4457297
437,1685590264.4777203
438,1685590264.509501
439,1685590264.5416546
440,1685590264.5896146
441,1685590264.621701
442,1685590264.6538372
443,1685590264.6854835
444,1685590264.717537
445,1685590264.7497473
446,1685590264.7817922
447,1685590264.8139422
448,1685590264.8457792
449,1685590264.878428
450,1685590264.909475
451,1685590264.9415798
452,1685590264.9736323
453,1685590265.0218022
454,1685590265.0540614
455,1685590265.08542
456,1685590265.1175578
457,1685590265.1494975
458,1685590265.1814733
459,1685590265.2136383
460,1685590265.245757
461,1685590265.277828
462,1685590265.3095157
463,1685590265.3415985
464,1685590265.3736963
465,1685590265.4053874
466,1685590265.4539175
467,1685590265.4854703
468,1685590265.517609
469,1685590265.5495942
470,1685590265.5813942
471,1685590265.6134617
472,1685590265.645506
473,1685590265.6782043
474,1685590265.7094226
475,1685590265.7415848
476,1685590265.7737336
477,1685590265.8058062
478,1685590265.8380802
479,1685590265.88572
480,1685590265.9173899
481,1685590265.949579
482,1685590265.981525
483,1685590266.0136595
484,1685590266.045713
485,1685590266.0776277
486,1685590266.109779
487,1685590266.14161
488,1685590266.1735508
489,1685590266.2060227
490,1685590266.2375846
491,1685590266.2694364
492,1685590266.317612
493,1685590266.3494725
494,1685590266.3817532
495,1685590266.4132953
496,1685590266.4454107
497,1685590266.4775221
498,1685590266.509671
499,1685590266.5414302
500,1685590266.5744817
501,1685590266.605411
502,1685590266.637597
503,1685590266.66936
504,1685590266.7014139
505,1685590266.7492728
506,1685590266.781332
507,1685590266.8133976
508,1685590266.845519
509,1685590266.8774493
510,1685590266.9097893
511,1685590266.9414096
512,1685590266.973573
513,1685590267.0056279
514,1685590267.0376844
515,1685590267.069389
516,1685590267.1015153
517,1685590267.134073
518,1685590267.1814141
519,1685590267.2134962
520,1685590267.246044
521,1685590267.277326
522,1685590267.3099098
523,1685590267.3424656
524,1685590267.37424
525,1685590267.4053764
526,1685590267.4375675
527,1685590267.4693475
528,1685590267.5014107
529,1685590267.5334756
530,1685590267.581557
531,1685590267.61374
532,1685590267.6462772
533,1685590267.6782737
534,1685590267.7093918
535,1685590267.7415252
536,1685590267.7735822
537,1685590267.8056314
538,1685590267.8372242
539,1685590267.8692904
540,1685590267.9013414
541,1685590267.9336832
542,1685590267.9657476
543,1685590268.0143354
544,1685590268.0457125
545,1685590268.0778902
546,1685590268.1097164
547,1685590268.1416082
548,1685590268.173667
549,1685590268.2062082
550,1685590268.2372656
551,1685590268.2697887
552,1685590268.301332
553,1685590268.365675
554,1685590268.3972075
555,1685590268.4456944
556,1685590268.477831
557,1685590268.5093806
558,1685590268.541448
559,1685590268.5732937
560,1685590268.605401
561,1685590268.6374576
562,1685590268.6696134
563,1685590268.7021654
564,1685590268.7334125
565,1685590268.7662349
566,1685590268.7983603
567,1685590268.8295991
568,1685590268.8775918
569,1685590268.9095745
570,1685590268.9418664
571,1685590268.9734674
572,1685590269.005527
573,1685590269.0374656
574,1685590269.069536
575,1685590269.1019828
576,1685590269.133524
577,1685590269.165591
578,1685590269.1979175
579,1685590269.2299817
580,1685590269.2620502
581,1685590269.3093884
582,1685590269.3415089
583,1685590269.3736715
584,1685590269.405215
585,1685590269.4373994
586,1685590269.4693127
587,1685590269.5015414
588,1685590269.533903
589,1685590269.5655227
590,1685590269.5976381
591,1685590269.6294682
592,1685590269.6620352
593,1685590269.6932945
594,1685590269.7413747
595,1685590269.77317
596,1685590269.8055198
597,1685590269.837064
598,1685590269.8693628
599,1685590269.9019148
600,1685590269.933464
601,1685590269.9660482
